    ;GRANTEE_SCHEMA_NAME            ;GRANTEE                                                                           ;GRANTEE_TYPE;GRANTOR                           ;OBJECT_TYPE         ;SCHEMA_NAME                                                                       ;OBJECT_NAME                                                                     ;COLUMN_NAME;PRIVILEGE                                                           ;IS_GRANTABLE;IS_VALID
2336;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;LIST_CONFIGURED_LIBRARIES                                                       ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2337;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;LIST_DEPLOYED                                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2338;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;MAKE                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2339;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;MAKE_ASYNC                                                                      ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2340;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;READ                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2341;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;READ_DEPLOYED                                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2342;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;REVOKE_CONTAINER_SCHEMA_PRIVILEGES                                              ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2343;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;REVOKE_CONTAINER_SCHEMA_ROLES                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2344;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;STATUS                                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2345;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;WRITE                                                                           ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2346;?                              ;SAPHANADB                                                                         ;USER        ;BA1_HDI_FR_RTC_GEN_2470#DI        ;VIEW                ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;M_MESSAGES                                                                      ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2347;?                              ;SAPHANADB                                                                         ;USER        ;BA1_HDI_FR_RTC_GEN_2470#DI        ;VIEW                ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;M_JOBS                                                                          ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2348;?                              ;SAPHANADB                                                                         ;USER        ;BA1_HDI_FR_RTC_GEN_2470#DI        ;VIEW                ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;M_ROLES                                                                         ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2349;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_RTC_GEN_2470#DI                                                        ;LOCK                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2350;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC__TT_P4                                                ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2351;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC__TT_P4                                                ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2352;?                              ;SAPHANADB                                                                         ;USER        ;BA1_HDI_FR_APIC_GEN_9983#DI       ;VIEW                ;BA1_HDI_FR_APIC_GEN_9983#DI                                                       ;M_JOBS                                                                          ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2353;?                              ;SAPHANADB                                                                         ;USER        ;BA1_HDI_FR_APIC_GEN_9983#DI       ;VIEW                ;BA1_HDI_FR_APIC_GEN_9983#DI                                                       ;M_ROLES                                                                         ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2354;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;BA1_HDI_FR_APIC_GEN_9983#DI                                                       ;LOCK                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2355;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC__TT_P5                                                ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2356;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC__TT_P5                                                ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2357;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC__TT_P6                                                ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2358;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC__TT_P6                                                ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2359;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC                                                       ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2360;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;OFL_AREA_LAPJV_SOLVE_PROC                                                       ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2361;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_UPDATE_MODEL                                                                ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2362;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_GET_MODEL_DEBRIEF                                                           ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2363;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_GET_MODEL_DEBRIEF                                                           ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2364;?                              ;_SYS_DI_SU                                                                        ;USER        ;SYS                               ;PROCEDURE           ;_SYS_BI                                                                           ;DELETE_SCHEMA_FROM_BIMC_TABLES                                                  ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2365;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::CLEANUP_ALL                                           ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2366;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::DESC_TYPE_OF                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2367;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::DO_LEARN                                              ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2368;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::GENERATE_SIGNATURE                                    ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2369;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::GENERATE_SIGNATURE_1                                  ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2370;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;VIEW                ;SYS                                                                               ;M_TABLE_PARTITIONS                                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2371;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;VIEW                ;SYS                                                                               ;KEY_MANAGEMENT_CONFIGURATIONS                                                   ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2372;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::GENERATE_SIGNATURE_2                                  ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2373;?                              ;SAP_INTERNAL_HANA_SUPPORT                                                         ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;MANAGEMENT_CONSOLE_PROC                                                         ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2374;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;VIEW                ;SYS                                                                               ;M_LLANG_STATISTICS                                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2375;?                              ;SAP_INTERNAL_HANA_SUPPORT                                                         ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;MEASURE_NETWORK_IO                                                              ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2376;?                              ;SAP_INTERNAL_HANA_SUPPORT                                                         ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;GET_INSUFFICIENT_PRIVILEGE_ERROR_DETAILS                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2377;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;VIEW                ;SYS                                                                               ;M_CS_NSE_ADVISOR                                                                ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2378;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;VIEW                ;SYS                                                                               ;M_TABLE_PERSISTENT_MEMORY_FILES                                                 ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2379;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;CHECK_VIRTUAL_TABLES                                                            ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2380;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;CHECK_ANALYTICAL_MODEL                                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2381;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;SDA_REST_ADAPTER_DEV                                                            ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2382;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;SQL_PLAN_DEV                                                                    ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2383;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P3                                              ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2384;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P3                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2385;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P4                                              ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2386;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P4                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2387;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P5                                              ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2388;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P5                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2389;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P6                                              ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2390;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;REMOTE_TABLE_REPLICA_CREATE_DEV                                                 ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2391;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;SDA_TABLE_BINARY_TRANSFER_DEV                                                   ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2392;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;UPDATE_FISCAL_CALENDAR                                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2393;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;EXPORT_CATALOG_FOR_MIGRATION_DEV                                                ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2394;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P6                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2395;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P7                                              ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2396;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P7                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2397;?                              ;AFL__SYS_AFL_OFL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;OFL_AREA_GENIOS_SOLVE2_PROC__TT_P8                                              ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2398;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;BACKUP_RETENTION_REGISTER_JOB_USER_DEV                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2399;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P12                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2400;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P12                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2401;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P13                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2402;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P13                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2403;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P14                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2404;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P14                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2405;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P15                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2406;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P15                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2407;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P16                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2408;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P16                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2409;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P17                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2410;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;BACKUP_RETENTION_REGISTER_SCHEDULE_DEV                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2411;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;BACKUP_RETENTION_SET_JOB_STATUS_DEV                                             ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2412;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;BACKUP_RETENTION_SET_SCHEDULE_STATUS_DEV                                        ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2413;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;GET_SLD_CONFIGURATION_DEV                                                       ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2414;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;DSO_ACTIVATE_PERSISTED                                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2415;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;CHECK_CALCULATION_VIEW                                                          ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2416;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC__TT_P17                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2417;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC                                                    ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2418;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWREVERSE_PROC                                                    ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2419;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWBATCH_PROC__TT_P1                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2420;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWBATCH_PROC__TT_P1                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2421;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWBATCH_PROC__TT_P2                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2422;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWBATCH_PROC__TT_P2                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2423;?                              ;AFL__SYS_AFL_AFLBFL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;TABLE               ;_SYS_AFL                                                                          ;AFLBFL_STOCKFLOWBATCH_PROC__TT_P3                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
2424;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;TABLE               ;SYS                                                                               ;CS_BOE_PORTAL_SEARCH                                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2425;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_SCORING_EQUATION                                                            ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2426;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_SCORING_EQUATION__OVERLOAD_5_5                                              ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2427;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_SCORING_EQUATION__OVERLOAD_5_5                                              ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2428;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_RECOMMEND                                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2429;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE_WITH_GRANT_OPTION                                   ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_RECOMMEND                                                                   ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
2430;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_RECOMMEND__OVERLOAD_5_1                                                     ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2431;?                              ;PUBLIC                                                                            ;ROLE        ;SYS                               ;VIEW                ;SYS                                                                               ;PROCEDURE_OBJECTS                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
2432;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;FUNCTION            ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::CACHE_SCHEMA                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2433;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::GENERATE_SIGNATURE_3                                  ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
2434;?                              ;sap.pa.apl.base.roles::APL_EXECUTE                                                ;ROLE        ;_SYS_REPO                         ;PROCEDURE           ;SAP_PA_APL                                                                        ;sap.pa.apl.base.internal::GENERATE_SIGNATURE_4                                  ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
